984468,Impulse Project - Fundación Palabra y Poder ,https://gis.aiesec.org/v2/opportunities/984468,open,unmatched,GV,16,6,2018-09-26,2018-09-27,2018-11-09,UTP,2018-07-24,Null,Panama,8,7,Null
984458,Communication Support - Banco de Alimentos Panamá - Improve,https://gis.aiesec.org/v2/opportunities/984458,open,realized,GV,1,6,2018-09-23,2018-10-08,2018-11-19,UTP,2018-07-23,Null,Panamá,1,0,Null
984457,Communication Support - Banco de Alimentos Panamá - Improve,https://gis.aiesec.org/v2/opportunities/984457,removed,removed,GV,1,6,2018-08-13,2018-08-23,2018-10-04,UTP,2018-07-23,Null,Panamá,1,1,Null
984227,Marketing Analyst,https://gis.aiesec.org/v2/opportunities/984227,open,unmatched,GT,91,72,2018-07-30,2018-08-30,2020-01-20,UTP,2018-07-21,Marketing,GSK Panama,1,1,1400
984207,Marketing Trainee,https://gis.aiesec.org/v2/opportunities/984207,open,realized,GT,220,53,2018-08-30,2018-09-17,2019-09-27,UTP,2018-07-20,Marketing,Janssen,1,0,1200
984031,Improving With Love (Digital Marketing)  - IMPROVE,https://gis.aiesec.org/v2/opportunities/984031,open,in_progress,GV,6,7,2018-10-31,2018-11-05,2018-12-29,CHIRIQUI,2018-07-18,Null,Chiriqui,1,1,Null
983759,Soporte de Proyecto Gerencial,https://gis.aiesec.org/v2/opportunities/983759,open,realized,GT,49,21,2018-07-31,2018-08-23,2019-01-23,USMA,2018-07-13,Null,Fresenius Medical Care,1,0,1200
983583,INSIDE SALES SUPPORT REPRESENTATIVE,https://gis.aiesec.org/v2/opportunities/983583,open,realized,GT,56,72,2018-12-29,2018-07-29,2019-12-19,UTP,2018-07-12,Marketing,DELL Panama- S.A.,2,0,1200
983177,Analista de Finanza,https://gis.aiesec.org/v2/opportunities/983177,open,realized,GT,24,26,2018-07-13,2018-08-15,2019-02-15,UTP,2018-07-06,Null,Robert Bosch Panama,1,0,1100
983130,Improve - Palabra y Poder,https://gis.aiesec.org/v2/opportunities/983130,removed,removed,GV,3,6,2018-08-03,2018-08-10,2018-09-23,UTP,2018-07-06,Null,Panama,1,1,Null
983109,SPOTS Intern,https://gis.aiesec.org/v2/opportunities/983109,open,unmatched,GT,373,77,2018-10-19,2018-10-21,2020-04-15,UTP,2018-07-05,Marketing,DELL Panama- S.A.,1,1,1200
983106,Product Manager Junior,https://gis.aiesec.org/v2/opportunities/983106,open,unmatched,GT,144,73,2018-09-12,2018-08-21,2020-01-14,UTP,2018-07-05,Marketing,GLAXOSMITHKLINE,1,0,1200
983019,Omnichannel Marketing Intern,https://gis.aiesec.org/v2/opportunities/983019,open,realized,GT,37,52,2018-07-17,2018-07-17,2019-07-17,UTP,2018-07-04,Marketing,Adidas Latin America,1,0,1200
982965,Key Account Manager,https://gis.aiesec.org/v2/opportunities/982965,draft,draft,GE,0,13,2018-10-30,2018-11-30,2019-03-02,USMA,2018-07-03,Business Administration,Swiss Hotel,1,1,0
982902,Graphic Design Intern,https://gis.aiesec.org/v2/opportunities/982902,open,unmatched,GT,52,26,2018-09-12,2018-09-16,2019-03-17,USMA,2018-07-02,Marketing,HILTI,1,1,1000
982866,Enlaces - IMPULSE,https://gis.aiesec.org/v2/opportunities/982866,open,approved,GV,8,6,2018-12-27,2019-01-06,2019-02-17,UTP,2018-07-02,Null,Panama City,2,0,Null
982864,Enlaces - IMPULSE,https://gis.aiesec.org/v2/opportunities/982864,open,approved,GV,5,6,2019-01-09,2019-02-17,2019-03-31,UTP,2018-07-02,Null,Panama City,2,0,Null
982855,Enlaces - IMPULSE,https://gis.aiesec.org/v2/opportunities/982855,open,unmatched,GV,3,6,2018-08-11,2018-07-22,2018-09-02,UTP,2018-07-02,Null,Panama City,2,1,Null
982397,Digital Marketing - F. Palabra y Poder - Improve Project,https://gis.aiesec.org/v2/opportunities/982397,open,completed,GV,4,6,2018-07-09,2018-07-14,2018-08-25,UTP,2018-06-28,Null,Panama,1,0,Null
982061,Financial Analyst,https://gis.aiesec.org/v2/opportunities/982061,open,realized,GT,86,78,2018-07-16,2018-07-29,2020-01-30,UTP,2018-06-25,Business Administration,DELL Panama- S.A.,1,0,1200
981941,Talent Acquisition Coordinator,https://gis.aiesec.org/v2/opportunities/981941,draft,draft,GT,0,26,2018-07-02,2018-07-03,2019-01-01,UTP,2018-06-25,Other,Adidas Latin America,1,1,1200
981680,Finance,https://gis.aiesec.org/v2/opportunities/981680,removed,removed,GT,9,27,2018-07-24,2018-05-02,2018-11-09,UTP,2018-06-23,Business Administration,Philips Latin America,1,1,1500
981678,Accounting sr. analyst,https://gis.aiesec.org/v2/opportunities/981678,open,matched,GT,78,26,2018-07-24,2018-08-01,2019-02-02,UTP,2018-06-23,Marketing,DELL,1,0,1200
981661,Collection Specialist,https://gis.aiesec.org/v2/opportunities/981661,open,realized,GT,4,29,2018-09-20,2018-06-08,2018-12-28,UTP,2018-06-22,Business Administration,Philips Latin America,1,0,1200
981328,Talent Acquisition Coordinator,https://gis.aiesec.org/v2/opportunities/981328,open,realized,GT,17,22,2018-07-26,2018-07-26,2019-01-01,UTP,2018-06-20,Other,Adidas Latin America,1,0,1200
981175,Integration Business Analyst,https://gis.aiesec.org/v2/opportunities/981175,open,realized,GT,60,12,2018-07-17,2018-09-18,2018-12-14,UTP,2018-06-19,Null,JCDecaux Panamá,1,0,1000
981133,Medical Trainne June,https://gis.aiesec.org/v2/opportunities/981133,open,realized,GT,31,74,2018-08-01,2018-07-09,2019-12-09,UTP,2018-06-19,Business Administration,NOVARTIS FARMACEUTICA,1,0,1200
981020,Online Merchandising Advisor,https://gis.aiesec.org/v2/opportunities/981020,removed,removed,GT,43,77,2018-07-16,2018-08-05,2020-01-30,UTP,2018-06-18,Marketing,DELL Panama- S.A.,1,1,1200
980627,Procurement Category Buyer Support,https://gis.aiesec.org/v2/opportunities/980627,removed,removed,GT,118,77,2018-11-30,2018-10-20,2020-04-15,USMA,2018-06-15,Business Administration,Sanofi Aventis,1,1,1300
980451,Finance May,https://gis.aiesec.org/v2/opportunities/980451,open,realized,GT,7,26,2018-06-26,2018-07-06,2019-01-06,UTP,2018-06-15,Null,Philips Latin America,1,0,1200
980226,External Relations - F. Palabra y Poder - Improve Project,https://gis.aiesec.org/v2/opportunities/980226,open,unmatched,GV,0,6,2018-06-15,2018-06-17,2018-07-29,UTP,2018-06-14,Null,Panama,2,2,Null
980025,SHE is Valuable (ELLA es Valiosa)  -IMPULSE,https://gis.aiesec.org/v2/opportunities/980025,open,realized,GV,9,6,2018-10-19,2018-10-31,2018-12-16,CHIRIQUI,2018-06-13,Null,Chiriqui,2,0,Null
979690,Budget Administrator,https://gis.aiesec.org/v2/opportunities/979690,removed,removed,GT,78,77,2018-07-16,2018-07-08,2020-01-02,UTP,2018-06-11,Business Administration,DELL Panama- S.A.,1,1,1200
978788,Inside sales support,https://gis.aiesec.org/v2/opportunities/978788,open,realized,GT,107,77,2018-07-16,2018-07-29,2020-01-23,UTP,2018-06-08,Business Administration,DELL Panama- S.A.,1,0,1200
978436,Human Resources Leadership Development Assitant,https://gis.aiesec.org/v2/opportunities/978436,open,realized,GT,99,77,2018-07-16,2018-07-22,2020-01-16,USMA,2018-06-07,Other,Sanofi Aventis,1,0,1300
978121,Asistente de Dirección de Marketing,https://gis.aiesec.org/v2/opportunities/978121,open,realized,GT,11,26,2018-06-30,2018-08-20,2019-02-18,UTP,2018-06-06,Null,JCDecaux Panamá,1,0,1000
977092,Trade Channel Marketing Intern,https://gis.aiesec.org/v2/opportunities/977092,open,realized,GT,105,77,2018-07-16,2018-07-08,2020-01-02,UTP,2018-06-01,Marketing,DELL Panama- S.A.,1,0,1200
977013,Distribution SSR Support,https://gis.aiesec.org/v2/opportunities/977013,open,realized,GT,27,77,2018-06-30,2018-07-09,2020-01-05,UTP,2018-05-31,Business Administration,DELL Panama- S.A.,1,0,1200
